PA,R,H,Db,HR,RBI,BB,SO
678,87,166,32,40,108,55,140.0
150,11,27,5,1,17,13,28.0
205,32,63,15,10,31,14,30.0
82,3,9,0,0,3,2,20.0
233,17,41,7,3,24,12,62.0
421,48,93,22,13,41,32,64.0
132,14,26,2,2,10,14,46.0
525,65,88,16,26,72,60,173.0
397,39,79,18,10,46,57,74.0
549,70,122,37,22,69,32,122.0
494,64,130,27,8,51,22,75.0
439,45,96,19,5,31,33,100.0
89,11,24,5,3,10,6,19.0
67,5,9,0,0,1,1,26.0
53,3,10,2,0,2,1,13.0
273,24,59,15,6,19,30,43.0
174,23,38,11,0,7,21,34.0
268,25,60,10,1,16,18,51.0
90,11,16,2,2,5,7,19.0
184,20,39,11,0,10,20,33.0
648,73,151,26,24,91,46,183.0
112,12,22,4,2,6,12,38.0
478,74,136,27,24,76,37,101.0
183,31,36,6,5,17,13,38.0
607,51,121,17,16,57,29,125.0
695,93,155,31,29,98,76,130.0
166,11,31,4,5,17,7,49.0
707,112,145,33,23,71,89,129.0
145,11,23,6,4,11,14,39.0
155,7,21,8,3,15,13,36.0
596,74,130,27,30,92,69,135.0
64,5,16,2,0,8,1,14.0
435,43,80,17,20,54,65,132.0
76,6,14,1,2,10,6,27.0
77,8,14,2,3,5,3,20.0
290,33,70,4,1,24,22,52.0
538,76,146,26,1,35,43,83.0
347,21,54,9,3,25,53,57.0
202,15,32,6,0,12,14,38.0
635,71,156,27,16,70,49,93.0
542,75,128,27,34,98,62,82.0
64,1,5,0,0,0,1,36.0
620,74,165,34,3,50,23,83.0
465,52,119,35,6,37,24,93.0
529,33,123,18,7,39,43,60.0
364,31,73,14,8,27,18,122.0
380,29,85,17,4,42,31,74.0
78,2,8,3,1,5,3,18.0
178,19,37,8,3,16,25,24.0
76,8,13,3,0,1,14,15.0
62,3,4,1,0,0,1,21.0
312,33,62,15,7,32,22,68.0
274,28,65,13,6,29,12,31.0
86,7,7,1,0,1,8,22.0
442,42,98,16,15,50,25,159.0
336,32,67,12,6,26,25,71.0
505,61,120,21,8,35,66,108.0
320,40,63,16,16,43,27,116.0
58,5,10,2,0,5,1,13.0
236,17,57,8,1,17,6,26.0
52,3,6,0,0,2,3,21.0
660,88,163,22,29,80,52,139.0
708,93,175,43,18,78,90,145.0
93,12,19,5,5,15,5,23.0
511,53,120,25,10,55,38,124.0
81,11,16,4,1,5,5,15.0
195,15,45,10,1,17,26,29.0
174,20,33,6,2,15,14,28.0
60,1,6,1,0,1,1,18.0
128,14,21,3,4,12,8,30.0
190,19,42,8,7,29,14,44.0
155,13,24,3,1,6,5,48.0
636,87,142,25,17,58,56,134.0
57,2,3,1,0,0,1,21.0
401,41,97,17,22,52,22,97.0
474,55,127,31,9,54,22,67.0
258,38,59,6,0,12,17,44.0
70,3,8,2,2,5,9,12.0
506,50,131,31,7,57,36,78.0
78,9,18,2,1,5,6,13.0
118,13,28,10,0,11,11,26.0
115,12,22,1,1,10,12,32.0
193,14,34,6,1,15,5,42.0
479,75,122,39,19,69,64,110.0
246,22,49,7,6,32,26,70.0
75,6,15,1,0,5,9,18.0
518,61,135,25,21,74,24,120.0
644,95,163,34,23,73,47,141.0
660,83,163,41,27,116,56,112.0
281,35,62,15,11,38,19,70.0
52,3,4,1,1,2,0,26.0
310,33,79,15,6,23,17,58.0
643,87,150,34,19,74,65,126.0
274,31,54,8,2,13,25,74.0
132,6,29,8,1,7,3,24.0
136,17,34,4,1,3,5,27.0
443,47,85,19,15,49,58,115.0
654,73,128,27,20,66,79,141.0
103,7,27,5,1,11,2,20.0
299,35,61,9,6,27,22,52.0
69,5,12,6,1,3,5,11.0
116,11,27,6,3,8,5,31.0
422,42,84,14,6,37,55,105.0
294,37,69,15,3,26,16,52.0
184,10,31,4,2,9,19,52.0
127,14,16,2,0,3,15,23.0
443,37,84,17,10,51,36,100.0
69,1,13,2,0,0,0,28.0
611,72,141,25,6,48,34,117.0
381,43,89,21,10,44,32,108.0
50,3,9,3,0,2,2,17.0
87,6,16,4,1,8,4,26.0
71,2,5,0,0,1,1,29.0
569,56,142,28,9,52,29,104.0
263,18,49,9,5,34,31,39.0
60,2,10,1,0,5,3,20.0
395,41,96,10,13,32,38,104.0
255,17,47,9,6,21,16,59.0
53,3,7,1,1,2,1,12.0
224,28,50,8,6,17,29,49.0
307,27,64,12,7,32,22,73.0
550,77,164,38,13,52,22,81.0
574,53,148,20,1,34,26,86.0
299,34,61,15,8,22,15,64.0
125,13,27,2,1,4,9,33.0
89,10,23,4,1,8,8,11.0
66,6,13,0,3,11,7,17.0
140,14,37,7,0,5,3,36.0
104,10,21,1,0,9,7,24.0
79,8,16,3,0,4,4,17.0
649,74,155,26,11,58,67,98.0
225,22,40,8,1,18,36,56.0
242,27,33,6,8,22,32,77.0
541,52,122,26,10,60,28,92.0
136,12,21,5,3,11,10,31.0
171,14,36,5,0,15,8,37.0
667,83,156,37,20,90,74,100.0
492,68,126,23,4,29,33,98.0
76,4,19,2,0,2,3,25.0
547,54,136,35,9,58,35,93.0
648,65,127,18,23,95,67,190.0
62,0,2,0,0,1,2,20.0
59,1,16,3,1,3,0,13.0
174,17,37,4,5,19,10,50.0
586,71,157,33,17,83,23,89.0
373,41,77,22,7,43,54,91.0
190,16,26,5,3,21,23,43.0
90,7,15,3,2,5,10,16.0
447,54,116,18,4,27,25,53.0
575,50,133,21,6,66,33,68.0
81,7,20,3,2,15,6,23.0
420,52,102,25,4,33,35,85.0
236,19,51,5,0,14,12,59.0
344,42,81,18,9,40,28,60.0
468,52,125,16,3,46,28,78.0
542,64,117,30,10,36,47,108.0
634,47,149,19,4,50,35,87.0
611,43,153,27,10,58,23,159.0
227,21,44,9,6,22,23,50.0
201,24,44,15,2,25,1,37.0
682,88,181,30,29,96,19,133.0
547,59,122,33,15,53,46,116.0
328,46,78,9,0,9,12,67.0
275,22,51,9,9,28,17,69.0
493,51,106,23,9,52,62,111.0
130,13,30,4,0,5,8,28.0
274,31,62,7,0,17,22,49.0
185,24,40,5,0,7,20,29.0
599,77,155,38,25,89,52,145.0
674,85,181,33,7,75,48,110.0
71,2,9,1,0,1,1,31.0
63,3,6,1,1,5,5,24.0
74,5,11,0,0,3,4,23.0
364,35,87,16,10,35,23,71.0
726,100,188,40,17,92,29,79.0
555,61,120,25,6,41,50,100.0
59,0,3,0,0,0,1,27.0
224,15,43,8,5,22,10,51.0
51,8,17,6,2,10,2,7.0
84,8,16,3,3,10,3,12.0
208,16,36,6,6,21,21,54.0
176,12,35,6,1,13,19,59.0
360,22,80,16,1,31,36,40.0
452,46,117,24,4,47,20,87.0
167,12,31,8,0,10,14,33.0
326,30,65,10,9,25,14,110.0
133,15,29,4,4,11,6,37.0
282,27,64,9,12,38,16,49.0
586,73,128,19,26,92,82,108.0
74,9,12,5,2,5,0,34.0
538,59,132,15,5,42,33,97.0
70,7,10,1,1,3,6,20.0
53,2,3,0,0,1,4,26.0
318,38,93,24,6,40,28,48.0
52,1,5,0,0,0,2,14.0
121,13,24,2,1,6,9,39.0
230,18,50,9,2,12,15,61.0
50,3,5,0,0,0,2,30.0
74,2,7,0,0,5,2,23.0
74,6,21,1,0,2,0,14.0
651,59,174,27,9,69,41,80.0
700,83,158,26,22,91,57,133.0
197,31,43,6,4,16,15,33.0
566,59,125,29,6,50,51,79.0
189,19,45,5,1,9,8,48.0
655,73,176,53,13,69,66,71.0
400,28,87,20,9,45,31,94.0
54,2,9,4,0,1,3,19.0
52,4,9,3,1,3,3,21.0
69,5,4,1,0,1,4,34.0
354,38,91,14,12,32,20,68.0
126,14,26,5,4,16,11,32.0
51,3,8,0,0,0,3,19.0
186,18,47,8,3,19,5,48.0
710,81,177,27,14,50,62,84.0
114,8,18,5,2,9,6,34.0
545,73,144,29,13,56,33,131.0
583,68,146,13,7,40,39,114.0
460,45,110,20,11,67,59,78.0
480,57,139,30,23,76,30,126.0
641,87,188,33,32,103,70,42.0
195,12,35,7,2,12,15,64.0
518,60,126,27,4,55,60,96.0
138,11,26,7,6,21,15,30.0
272,24,59,13,1,15,19,56.0
538,57,115,15,23,75,32,77.0
648,89,172,38,25,83,84,115.0
91,4,13,2,0,5,7,18.0
691,56,177,29,4,76,67,102.0
192,23,53,9,8,22,22,42.0
259,31,56,11,9,27,14,75.0
162,10,24,6,1,7,16,35.0
555,56,129,27,12,55,35,89.0
440,54,105,25,25,80,41,103.0
234,14,41,10,2,19,15,70.0
69,3,9,0,0,1,3,14.0
411,47,81,15,10,36,34,95.0
63,6,9,5,0,4,2,25.0
247,4,40,2,0,10,14,55.0
445,40,114,21,7,38,28,55.0
560,40,119,23,13,72,56,97.0
100,8,21,2,4,14,7,29.0
162,12,36,11,1,18,6,27.0
239,16,44,9,7,24,21,41.0
184,18,41,9,2,23,12,43.0
52,8,14,1,1,6,7,6.0
550,62,160,32,17,82,34,60.0
365,41,88,20,11,38,24,59.0
500,45,97,21,15,54,35,74.0
482,48,122,32,16,61,31,121.0
642,79,172,37,9,57,39,86.0
580,70,117,23,25,81,67,153.0
462,40,109,25,8,58,36,61.0
128,11,22,3,4,14,11,38.0
85,7,23,4,1,9,4,22.0
361,37,72,14,6,35,34,90.0
500,49,103,20,17,55,78,133.0
408,41,98,21,4,37,33,81.0
174,17,39,10,1,14,13,27.0
520,40,132,22,12,69,32,76.0
158,19,39,10,6,17,12,40.0
81,5,17,3,0,7,7,14.0
130,16,29,14,3,16,16,39.0
118,8,25,5,2,7,8,38.0
65,3,5,1,0,4,6,29.0
128,9,31,8,1,7,1,34.0
442,46,104,19,10,55,54,86.0
213,26,51,7,4,24,5,31.0
417,39,100,14,9,48,17,71.0
258,23,36,8,12,33,25,100.0
602,59,136,27,35,104,75,95.0
296,24,60,14,4,35,36,60.0
332,34,81,15,6,26,16,67.0
612,72,152,26,23,85,41,164.0
80,4,17,6,0,8,6,15.0
85,6,22,4,0,8,3,12.0
413,56,115,21,3,27,25,53.0
287,31,82,10,1,18,16,33.0
55,9,16,4,2,8,2,13.0
270,27,64,11,7,28,17,64.0
440,51,105,18,6,30,24,72.0
134,13,33,4,3,10,8,28.0
51,4,7,3,1,3,3,14.0
66,8,20,4,4,10,2,19.0
383,51,99,26,21,49,40,76.0
609,72,153,33,7,53,51,75.0
372,23,88,18,5,26,20,42.0
63,4,8,3,1,2,4,11.0
165,9,36,6,3,9,13,38.0
708,106,180,29,20,74,52,130.0
201,21,45,5,2,10,20,36.0
348,40,94,12,8,36,16,60.0
628,61,147,38,21,75,58,112.0
68,4,3,2,0,3,2,24.0
95,10,23,5,1,4,5,26.0
606,57,150,28,17,70,22,85.0
109,13,17,7,1,3,5,25.0
58,3,6,0,0,0,2,18.0
100,14,27,8,2,9,1,25.0
274,19,65,10,4,31,9,40.0
499,44,123,25,8,51,23,74.0
197,25,37,8,7,18,24,50.0
582,69,134,40,14,80,53,109.0
312,50,65,9,7,33,30,59.0
287,41,80,19,7,24,19,46.0
605,72,170,28,22,89,47,69.0
436,44,109,17,5,42,23,57.0
137,18,42,9,7,16,3,23.0
122,19,31,9,2,7,4,28.0
640,92,165,37,16,69,67,124.0
271,22,62,6,6,19,13,44.0
695,89,172,37,28,105,48,71.0
224,21,41,7,2,14,25,56.0
88,6,20,2,1,6,5,14.0
155,9,23,6,4,18,17,33.0
212,18,39,7,4,22,13,51.0
657,82,170,35,15,74,24,81.0
531,47,141,23,15,66,21,75.0
266,27,62,10,2,17,13,35.0
512,64,127,35,13,71,56,84.0
361,32,91,12,11,47,17,57.0
376,45,78,21,18,40,29,124.0
189,18,35,9,7,27,10,64.0
396,53,96,16,12,54,28,63.0
60,3,11,4,2,9,6,22.0
683,111,176,39,21,83,58,104.0
626,71,184,13,2,28,13,49.0
655,94,175,33,9,51,38,73.0
433,47,74,9,22,45,47,122.0
521,54,138,30,4,54,23,93.0
329,27,74,18,11,44,27,76.0
70,1,7,0,0,0,1,21.0
616,89,150,28,32,78,73,116.0
348,40,75,16,5,21,28,53.0
197,23,48,9,0,21,17,28.0
66,3,9,1,0,4,6,10.0
259,30,50,13,12,41,10,66.0
162,16,27,3,1,9,10,28.0
609,78,131,22,17,55,64,100.0
190,19,34,6,3,11,4,48.0
273,30,57,6,2,12,18,60.0
181,20,43,7,4,19,13,42.0
410,46,102,25,13,54,23,70.0
219,15,51,8,2,15,15,44.0
171,16,28,7,7,15,16,58.0
63,6,10,1,0,3,3,22.0
109,11,31,7,2,14,2,18.0
117,13,24,8,3,8,8,32.0
250,29,63,13,6,28,18,70.0
445,43,96,25,6,31,46,60.0
64,4,11,4,0,6,4,20.0
342,44,83,16,4,33,20,83.0
124,5,19,4,0,8,4,30.0
56,4,7,2,0,2,1,17.0
435,43,82,20,11,44,55,143.0
290,31,60,18,7,33,23,58.0
177,8,32,8,3,28,8,55.0
80,3,20,1,2,13,3,28.0
104,6,25,5,0,5,3,25.0
638,68,164,26,16,73,39,85.0
660,68,125,25,27,85,113,124.0
430,70,129,27,7,40,19,98.0
73,7,7,1,0,1,2,28.0
214,20,44,8,2,17,24,38.0
125,12,30,6,0,8,5,21.0
263,38,63,11,8,34,26,59.0
93,9,13,4,0,2,10,20.0
147,17,37,5,1,13,12,28.0
136,13,21,9,0,8,15,27.0
341,29,60,10,6,33,18,76.0
481,48,95,18,16,45,13,122.0
271,22,58,12,2,22,18,50.0
654,71,158,27,25,96,52,118.0
557,61,126,14,5,31,28,70.0
255,30,54,10,6,28,21,70.0
88,10,14,1,2,9,3,11.0
135,20,35,8,2,7,7,34.0
576,44,132,18,7,46,32,60.0
67,2,7,3,0,2,1,21.0
362,42,52,13,13,44,50,134.0
205,14,40,10,2,15,19,41.0
176,21,41,9,3,12,14,35.0
521,55,118,31,12,48,69,87.0
276,28,50,13,7,30,24,66.0
92,12,30,5,3,12,3,24.0
359,37,85,15,13,38,34,67.0
329,38,65,10,1,22,31,37.0
289,26,64,14,6,31,30,34.0
340,26,78,11,3,28,19,61.0
246,30,58,5,4,17,23,24.0
97,11,26,8,5,20,6,24.0
238,22,50,15,6,23,6,71.0
668,94,184,39,5,37,50,65.0
65,7,18,2,2,9,2,14.0
345,45,68,8,20,51,39,114.0
638,89,155,31,37,105,94,170.0
154,9,40,5,0,10,12,27.0
72,8,12,2,2,7,3,31.0
650,92,176,24,2,34,31,107.0
76,3,6,1,0,3,7,26.0
424,67,112,22,15,43,30,136.0
53,1,4,1,0,1,1,18.0
277,33,59,9,4,23,22,67.0
64,4,13,2,0,5,0,17.0
95,13,24,8,3,19,7,28.0
385,42,102,13,1,22,21,68.0
503,37,130,34,3,61,34,46.0
226,22,52,9,3,20,15,33.0
401,33,75,20,8,42,36,111.0
66,6,14,2,2,5,4,11.0
186,14,49,5,0,17,7,26.0
248,18,56,8,3,22,12,37.0
151,16,39,8,0,9,11,39.0
76,1,7,1,0,6,1,21.0
508,56,95,14,22,62,58,109.0
419,30,84,11,5,34,50,73.0
71,7,17,2,0,8,1,10.0
150,11,33,4,0,7,14,25.0
189,21,43,7,3,16,12,49.0
362,37,77,15,14,61,28,89.0
705,115,173,39,36,111,83,184.0
375,71,107,18,21,52,50,57.0
322,46,98,21,7,43,28,58.0
145,13,21,3,2,10,10,40.0
582,67,108,19,12,35,57,173.0
641,77,153,34,29,102,60,171.0
404,36,120,23,9,54,15,77.0
664,74,159,36,11,78,53,85.0
131,10,28,4,3,13,7,35.0
547,68,119,33,16,51,65,113.0
113,8,21,2,3,10,9,16.0
165,12,37,11,2,19,7,35.0
119,8,31,5,2,11,7,27.0
246,32,63,13,11,29,28,71.0
234,26,59,10,9,38,12,63.0
201,15,42,9,1,20,19,33.0
448,47,91,13,8,33,33,107.0
563,65,121,22,21,58,32,122.0
133,14,33,6,2,12,6,21.0
289,31,55,13,7,27,19,80.0
66,3,7,2,0,2,2,20.0
287,26,75,10,9,35,16,39.0
64,3,2,0,0,2,3,27.0
272,32,56,16,6,23,47,49.0
82,4,13,3,0,6,3,22.0
571,74,139,25,23,76,45,88.0
94,9,15,2,7,12,5,32.0
68,10,16,3,1,6,1,16.0
286,36,69,19,8,29,25,73.0
629,85,156,37,16,82,83,113.0
64,6,13,2,2,13,5,12.0
63,1,4,1,0,3,1,24.0
62,6,11,0,2,5,2,12.0
112,13,32,5,5,18,6,19.0
278,34,47,5,12,34,42,78.0
86,14,17,5,2,6,11,24.0
72,7,16,4,0,8,2,14.0
433,52,100,14,12,42,21,71.0
66,9,13,2,3,10,1,17.0
586,54,144,30,8,63,42,113.0
660,94,165,30,9,54,70,137.0
71,5,23,6,0,13,4,9.0
287,31,52,12,8,28,25,54.0
79,9,20,8,3,10,7,16.0
255,27,73,11,7,30,10,51.0
316,48,64,10,1,17,24,60.0
240,26,60,19,5,38,22,37.0
67,3,10,1,0,1,2,21.0
654,83,155,34,10,52,75,84.0
476,51,87,20,22,60,17,158.0
668,88,178,34,30,101,39,140.0
207,22,40,8,6,19,14,38.0
57,6,15,3,4,11,4,7.0
58,4,13,1,0,3,3,11.0
186,14,42,9,5,24,10,41.0
134,11,21,7,0,11,15,20.0
459,49,95,17,9,34,29,81.0
104,12,22,2,0,4,2,17.0
62,6,11,3,0,4,5,19.0
196,30,47,9,5,20,16,33.0
402,50,100,18,5,31,42,48.0
161,25,33,11,5,22,16,41.0
689,86,200,40,15,66,33,67.0
357,28,66,10,3,30,24,55.0
61,1,4,1,0,3,5,32.0
57,0,5,0,0,3,1,23.0
661,69,154,34,7,62,46,78.0
491,60,106,18,27,77,48,131.0
392,42,102,12,5,26,30,25.0
665,97,177,43,42,130,34,110.0
65,6,16,0,2,8,4,15.0
73,9,22,3,6,17,1,22.0
59,5,12,1,1,4,0,12.0
456,41,104,22,12,39,26,111.0
219,21,34,5,4,13,40,66.0
83,5,12,1,2,2,1,45.0
317,37,67,10,5,17,20,38.0
638,74,161,30,3,44,25,73.0
80,4,22,6,1,4,4,24.0
80,11,15,3,3,8,8,25.0
224,24,48,14,3,16,10,55.0
281,30,64,13,2,17,21,67.0
274,23,61,9,3,18,25,45.0
666,108,136,29,40,114,110,106.0
66,6,14,1,0,2,7,14.0
237,24,44,8,6,20,19,43.0
223,24,45,7,9,37,13,69.0
556,73,138,33,18,68,56,147.0
531,57,132,34,19,67,45,85.0
619,83,163,32,18,83,41,65.0
160,16,31,8,2,12,5,33.0
654,92,174,42,18,77,46,82.0
178,26,41,9,11,31,19,53.0
682,93,176,31,17,58,46,112.0
261,32,68,22,7,25,21,44.0
372,59,95,19,5,26,40,59.0
71,10,21,5,3,6,4,20.0
72,2,11,1,0,4,2,13.0
94,4,13,2,1,5,4,30.0
654,84,196,35,7,81,32,101.0
61,9,15,3,2,5,3,21.0
82,5,13,2,0,4,2,27.0
446,42,107,20,23,73,34,101.0
212,28,47,5,3,14,14,33.0
225,32,39,8,4,13,19,59.0
156,10,30,3,0,11,17,31.0
326,29,71,12,0,19,29,76.0
255,43,55,17,10,43,27,69.0
596,68,164,45,15,84,60,51.0
568,87,144,27,25,84,54,115.0
204,19,43,6,5,25,14,36.0
649,72,131,35,26,87,58,145.0
650,87,154,31,26,99,77,199.0
81,9,19,2,5,9,3,27.0
52,1,5,0,1,5,0,20.0
555,70,153,18,5,42,26,81.0
99,6,17,3,1,5,6,24.0
601,63,135,28,15,65,52,101.0
276,30,71,12,8,30,16,82.0
138,16,27,7,2,6,6,44.0
388,46,85,13,19,42,23,101.0
156,12,40,12,4,31,6,44.0
551,66,134,28,15,58,36,107.0
105,7,20,2,0,4,5,22.0
683,70,172,36,12,77,40,88.0
511,64,145,28,18,76,77,82.0
604,101,169,34,16,72,37,98.0
686,78,161,23,26,83,45,164.0
123,12,22,2,1,8,14,10.0
138,8,32,5,0,7,14,24.0
206,28,34,8,3,19,26,37.0
485,61,112,22,16,70,33,96.0
674,82,179,34,21,79,43,107.0
665,101,156,44,28,84,81,151.0
192,27,47,8,3,26,11,45.0
113,13,24,6,10,18,8,34.0
61,2,5,0,0,1,1,24.0
595,42,140,33,15,73,39,152.0
289,35,69,10,5,29,13,54.0
303,34,70,13,17,50,21,75.0
460,50,78,17,24,64,57,151.0
100,14,23,2,2,5,3,15.0
375,38,71,19,11,31,33,115.0
578,52,145,23,11,69,21,91.0
75,5,14,2,1,3,4,25.0
510,56,133,17,7,43,46,94.0
427,62,118,28,18,61,19,87.0
249,39,66,14,17,44,14,54.0
273,33,54,16,10,34,28,62.0
362,38,82,19,7,44,23,69.0
653,94,153,32,22,82,76,147.0
105,11,29,4,2,15,4,13.0
503,64,110,25,16,41,58,94.0
360,55,107,19,15,54,22,96.0
71,5,9,0,0,2,2,28.0
151,14,37,8,1,15,2,38.0
207,18,51,11,4,25,13,43.0
119,8,31,5,0,6,11,17.0
64,2,8,1,0,4,0,24.0
194,30,47,14,9,26,17,39.0
229,25,46,11,11,33,23,63.0
121,10,19,4,3,15,6,40.0
432,52,108,22,22,68,40,78.0
88,6,12,1,1,3,7,26.0
52,8,8,2,1,4,5,19.0
214,28,50,10,9,28,14,29.0
193,19,48,9,4,16,10,41.0
74,10,13,2,1,2,4,19.0
139,11,22,6,0,6,13,25.0
404,37,99,17,16,51,17,82.0
655,90,178,22,44,93,59,164.0
561,65,130,33,21,84,39,119.0
151,6,29,7,2,11,6,32.0
408,44,98,18,10,41,24,88.0
93,13,19,4,0,4,5,17.0
50,6,10,2,1,8,4,9.0
268,31,64,14,12,41,23,49.0
670,100,150,31,47,117,84,208.0
239,19,49,17,3,20,23,44.0
440,54,97,16,27,66,44,122.0
370,55,88,16,8,30,22,76.0
112,16,22,4,3,7,7,34.0
178,23,47,9,4,25,12,36.0
75,12,16,4,0,3,12,14.0
222,15,49,10,4,28,19,55.0
50,0,3,0,0,3,0,18.0
68,3,6,0,0,2,0,25.0
66,3,11,1,0,4,3,16.0
257,24,60,8,5,26,19,39.0
60,3,7,1,0,4,2,13.0
110,12,25,6,5,12,9,20.0
231,18,57,11,3,18,15,56.0
209,22,38,3,5,22,20,45.0
64,1,9,1,0,3,3,33.0
492,83,111,22,2,37,53,101.0
641,69,136,27,19,62,45,187.0
234,30,68,18,10,31,10,56.0
289,38,64,14,10,24,23,65.0
711,122,184,41,41,123,73,133.0
704,101,148,39,28,77,61,148.0
428,43,77,16,17,44,37,71.0
59,3,12,3,2,8,2,8.0
554,67,115,33,27,73,66,138.0
612,77,169,28,12,77,30,96.0
72,6,14,2,5,9,6,26.0
225,31,50,8,2,18,14,37.0
689,98,175,28,14,56,58,131.0
217,24,43,9,7,21,32,38.0
501,66,116,15,7,33,35,86.0
158,10,29,5,2,16,12,25.0
624,94,146,31,39,111,77,98.0
662,76,157,20,3,47,26,75.0
446,48,107,31,12,58,28,86.0
591,75,168,25,9,56,45,70.0
412,59,88,21,13,37,33,106.0
445,54,116,20,14,53,43,75.0
169,23,25,5,2,9,7,46.0
693,78,187,28,23,98,64,88.0
301,34,54,8,9,31,26,81.0
510,55,127,22,16,59,19,63.0
361,21,79,12,9,39,21,104.0
615,69,152,33,17,68,55,111.0
690,102,149,29,17,46,84,154.0
335,45,85,22,14,50,26,52.0
343,34,84,16,13,45,13,77.0
109,11,16,4,3,7,7,37.0
678,82,158,43,35,89,44,137.0
481,62,115,27,18,66,56,98.0
470,53,109,27,14,56,31,107.0
325,34,57,16,2,22,30,55.0
123,16,22,3,6,14,15,57.0
603,63,147,14,7,50,30,103.0
198,20,53,12,10,26,5,35.0
601,66,142,17,13,59,36,141.0
87,7,18,5,2,4,10,12.0
76,6,11,3,2,8,6,14.0
656,94,148,26,16,66,68,135.0
604,66,139,20,27,88,30,119.0
391,42,99,18,6,29,12,68.0
56,6,6,0,0,3,4,15.0
502,51,123,25,4,49,32,59.0
185,10,41,11,3,15,9,34.0
68,4,13,4,1,9,4,13.0
157,17,42,10,2,16,10,27.0
113,19,25,6,5,14,10,19.0
428,52,94,16,5,45,39,83.0
695,103,182,38,33,110,118,151.0
228,27,43,7,7,22,28,67.0
389,38,84,22,12,45,13,104.0
314,42,75,20,8,43,23,70.0
163,19,36,9,4,13,8,31.0
134,15,23,11,1,7,3,40.0
643,76,157,33,28,90,62,107.0
608,87,150,25,40,97,46,133.0
56,1,4,1,0,2,1,18.0
370,44,96,18,12,34,16,74.0
422,40,96,18,13,48,49,92.0
535,73,123,24,5,26,45,145.0
138,9,27,6,1,13,8,23.0
76,17,20,5,3,13,7,11.0
426,43,83,12,16,47,65,92.0
578,57,139,24,9,56,33,85.0
682,98,150,33,26,70,91,151.0
77,8,15,2,2,3,1,14.0
350,49,89,23,17,47,22,110.0
54,7,7,2,1,5,5,17.0
230,25,51,9,11,36,7,57.0
385,51,88,21,8,28,25,61.0
189,27,50,11,15,35,14,54.0
458,34,104,15,16,57,27,107.0
454,56,93,8,4,28,28,75.0
182,22,43,8,8,25,10,52.0
70,6,11,1,0,4,1,18.0
201,28,43,8,2,16,20,39.0
58,4,8,1,0,0,1,18.0
437,45,90,14,8,37,20,88.0
654,118,172,38,42,99,124,131.0
449,57,120,29,4,28,19,71.0
57,3,12,1,2,9,1,19.0
66,1,7,2,1,7,0,31.0
642,74,150,29,11,62,51,135.0
499,54,132,17,5,48,23,78.0
152,13,23,2,3,11,8,38.0
72,8,10,2,2,9,15,17.0
64,2,3,1,0,1,1,24.0
452,57,110,20,1,35,40,86.0
218,24,62,12,7,22,11,46.0
103,7,19,3,3,6,11,23.0
277,29,62,18,7,33,18,72.0
132,14,29,5,2,14,2,23.0
537,64,147,30,8,41,28,129.0
113,13,15,5,2,10,7,37.0
58,1,10,2,0,3,0,18.0
610,79,160,33,13,60,56,90.0
390,48,90,11,11,33,34,66.0
353,32,72,18,6,39,31,54.0
65,3,18,5,2,13,1,13.0
277,24,64,16,4,35,39,49.0
509,56,127,27,2,45,46,97.0
667,98,178,33,18,93,61,108.0
503,53,107,29,23,77,27,138.0
389,45,110,21,10,43,21,76.0
567,67,125,22,22,81,35,105.0
317,28,51,10,10,34,41,83.0
454,44,125,17,2,23,25,44.0
561,73,159,27,6,45,26,58.0
455,39,97,23,2,44,9,69.0
66,5,13,3,1,8,8,17.0
448,46,114,18,8,38,24,107.0
79,10,17,7,1,10,5,19.0
96,9,19,2,2,12,4,24.0
216,23,53,17,5,22,28,39.0
245,25,44,5,1,10,19,36.0
108,9,26,2,1,7,8,17.0
162,12,36,7,2,11,7,49.0
93,6,26,4,1,7,3,25.0
197,20,50,5,9,34,13,43.0
138,18,32,6,5,13,10,38.0
114,10,23,4,0,4,9,30.0
581,74,147,25,27,82,24,102.0
152,12,31,4,5,17,8,37.0
355,38,75,16,11,49,27,72.0
284,17,43,12,5,21,30,67.0
467,60,121,24,15,58,28,99.0
648,80,158,31,23,100,39,147.0
495,64,137,22,9,54,27,82.0
79,2,9,2,0,2,2,23.0
535,62,133,25,10,40,24,95.0
675,94,185,35,11,73,43,80.0
641,86,171,43,9,52,57,107.0
64,2,6,1,0,1,2,28.0
111,15,15,0,0,2,10,21.0
75,4,18,6,1,11,5,7.0
70,0,7,2,0,3,4,24.0
62,2,13,4,1,5,4,20.0
465,47,114,16,6,41,16,87.0
390,38,92,15,6,34,36,97.0
484,41,89,21,12,44,49,133.0
74,5,15,5,2,6,8,21.0
602,64,146,29,16,60,28,144.0
56,3,7,3,1,5,0,25.0
620,85,170,21,6,61,50,107.0
128,8,21,2,0,3,7,28.0
71,6,4,0,0,0,3,30.0
572,72,139,32,20,87,66,100.0
438,50,122,22,12,51,27,69.0
67,4,11,2,1,7,0,28.0
155,11,27,4,3,20,15,40.0
54,1,3,1,0,2,2,18.0
388,25,101,16,4,32,23,34.0
670,74,163,35,21,73,51,132.0
144,14,27,1,4,12,5,36.0
263,35,51,14,9,30,28,43.0
415,51,98,20,7,43,36,64.0
55,3,8,2,0,1,0,26.0
78,6,16,3,0,5,7,14.0
